brand,color,condition,body_type,wheel_config,transmission,mileage,carfax_link,dealer_address,cylinders,vehicle_age,list_price
japanese,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,150000,None,Toronto,6,14,2999.0
american,Grey,Used,"SUV, Crossover",4 x 4,Automatic,31302,Available,other_GTA,6,2,41495.0
japanese,other,Used,Sedan,Front-wheel drive (FWD),Automatic,135000,Available,Toronto,4,5,14450.0
japanese,Grey,Used,"SUV, Crossover",4 x 4,Automatic,137000,Available,Toronto,6,9,16980.0
japanese,Red,Used,"SUV, Crossover",Unknown,Automatic,232091,None,Toronto,4,13,2888.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,31625,Available,Toronto,6,2,56999.0
korean,Red,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,93000,Available,other,4,5,17995.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,95477,Available,Toronto,4,5,36800.0
japanese,Black,Used,Sedan,All-wheel drive (AWD),Automatic,42235,Available,Toronto,6,4,30994.0
american,White,Used,Other,Rear-wheel drive (RWD),Automatic,97708,Available,other_GTA,8,7,17850.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,81000,Available,Toronto,4,6,12988.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,189000,Available,Toronto,4,8,6995.0
japanese,Black,Used,Other,Front-wheel drive (FWD),Automatic,75076,Available,other_GTA,4,5,19995.0
japanese,Grey,Used,"SUV, Crossover",4 x 4,Automatic,173000,Available,Toronto,6,15,5800.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,101759,Available,Toronto,4,5,12988.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,79989,Available,Toronto,8,8,47800.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,14889,Available,other,8,3,26498.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,96868,Available,Toronto,4,5,12500.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,119000,Available,Toronto,4,6,9950.0
korean,Blue,Used,Sedan,All-wheel drive (AWD),Automatic,12365,Available,Toronto,4,1,41900.0
american,other,Used,Other,4 x 4,Automatic,97157,Available,Toronto,8,5,40988.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,92000,Available,Toronto,4,7,9900.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,79000,Available,Toronto,4,5,18950.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,81448,Available,Toronto,4,5,19250.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,56000,Available,Toronto,6,5,42880.0
korean,other,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,50,New_Car,other,4,2,33378.0
german,Silver,Used,"SUV, Crossover",4 x 4,Automatic,129000,Available,other_GTA,6,8,17998.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,54268,Available,Toronto,4,5,13990.0
american,White,Used,Sedan,Rear-wheel drive (RWD),Manual,12032,Available,other,8,7,43988.0
american,Blue,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,84000,None,Toronto,8,12,11495.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,64000,None,Toronto,4,6,19500.0
japanese,Blue,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,other,4,1,30946.0
american,Black,Used,"SUV, Crossover",Unknown,Automatic,104000,Available,Toronto,6,6,15850.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,137226,None,Toronto,4,10,13995.0
american,Red,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,133247,Available,Toronto,8,16,21800.0
japanese,other,New,Sedan,Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,1,28018.0
american,other,Used,Convertible,Rear-wheel drive (RWD),Automatic,21399,Available,Toronto,8,4,76800.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,154868,None,Toronto,4,13,5300.0
japanese,Blue,Used,Sedan,Unknown,Automatic,112844,Available,other_GTA,4,7,9382.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,190000,None,Toronto,8,11,9600.0
american,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,44000,Available,Toronto,4,3,19999.0
german,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,114465,None,Toronto,6,9,26900.0
german,White,Used,Hatchback,Front-wheel drive (FWD),Automatic,50000,Available,other_GTA,4,3,18995.0
japanese,other,Used,Other,All-wheel drive (AWD),Automatic,198000,None,Toronto,4,12,3995.0
german,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,58427,Available,Toronto,6,7,42800.0
american,other,Used,Sedan,Front-wheel drive (FWD),Automatic,122000,Available,Toronto,4,3,12999.0
japanese,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,67913,Available,Toronto,6,3,44800.0
italian,other,Used,Convertible,Front-wheel drive (FWD),Automatic,37671,Available,Toronto,4,8,9800.0
japanese,Black,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,50,New_Car,Toronto,4,1,38758.0
japanese,Grey,New,Sedan,Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,1,28018.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,51000,Available,Toronto,6,4,47888.0
american,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,63394,Available,Toronto,4,3,23908.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,43464,None,other,6,3,35990.0
italian,other,Used,Sedan,All-wheel drive (AWD),Automatic,76849,Available,Toronto,4,6,48800.0
japanese,White,Used,Sedan,All-wheel drive (AWD),Automatic,72789,Available,other,6,3,27300.0
american,other,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,57932,Available,other,8,4,22477.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,51873,Available,Toronto,4,5,17688.0
american,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,68978,Available,Toronto,6,3,22035.0
japanese,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,53562,Available,other_GTA,6,8,21999.0
japanese,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,126897,Available,Toronto,6,14,4495.0
american,White,Used,Other,Rear-wheel drive (RWD),Automatic,84146,Available,other_GTA,6,5,25850.0
japanese,Blue,Used,Hatchback,Front-wheel drive (FWD),Automatic,252000,None,Toronto,4,12,2999.0
british,White,Used,"SUV, Crossover",4 x 4,Automatic,115734,Available,Toronto,6,9,23699.0
american,White,Used,Sedan,Front-wheel drive (FWD),Automatic,174999,Available,Toronto,4,9,8980.0
american,White,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,133000,Available,Toronto,4,5,16900.0
american,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,191000,Available,other,6,10,6498.0
american,Silver,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,139000,Available,Toronto,6,6,12900.0
american,Grey,Used,Pickup Truck,4 x 4,Automatic,65235,Available,other,6,3,37490.0
japanese,Grey,Used,Sedan,Unknown,Automatic,74517,None,Toronto,4,7,12988.0
american,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,94672,Available,Toronto,4,6,12999.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,124225,Available,other_GTA,8,5,27495.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,53142,None,other,8,3,26990.0
german,Silver,Used,Sedan,Unknown,Automatic,152812,None,Toronto,4,12,9888.0
japanese,other,Used,Sedan,Front-wheel drive (FWD),Automatic,215000,None,Toronto,4,10,2500.0
american,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,67000,Available,Toronto,4,4,14999.0
american,Blue,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,77000,None,Toronto,8,8,20995.0
korean,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,50000,Available,Toronto,4,5,16999.0
german,Black,Used,Sedan,All-wheel drive (AWD),Manual,223050,Available,Toronto,6,9,7979.0
korean,Grey,Used,Sedan,Unknown,Automatic,229,None,Toronto,6,13,3699.0
japanese,White,Used,Hatchback,4 x 4,Automatic,177000,None,Toronto,4,6,10250.0
korean,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,104793,Available,other_GTA,4,7,10950.0
german,other,Used,Sedan,All-wheel drive (AWD),Automatic,167000,Available,Toronto,6,9,14700.0
japanese,Silver,Used,Wagon,All-wheel drive (AWD),Automatic,190000,Available,Toronto,4,8,9500.0
japanese,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,70000,Available,Toronto,4,5,14450.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,63606,Available,Toronto,6,4,76800.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,81634,Available,Toronto,6,5,25450.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,138762,Available,Toronto,6,6,33800.0
german,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,238172,None,Toronto,6,9,24900.0
german,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,386504,None,Toronto,6,8,24500.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,47057,Available,Toronto,6,4,59800.0
american,White,Used,Pickup Truck,4 x 4,Automatic,59500,Available,other_GTA,8,8,24995.0
japanese,Grey,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,83390,None,Toronto,4,4,18995.0
american,White,New,Sedan,Rear-wheel drive (RWD),Automatic,50,New_Car,other,6,2,66316.0
korean,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,37000,Available,Toronto,4,6,16900.01
german,White,Used,Convertible,All-wheel drive (AWD),Automatic,37726,Available,Toronto,6,4,44800.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,64500,Available,Toronto,6,5,59500.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,30600,Available,Toronto,4,4,30890.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,56968,Available,Toronto,4,5,17250.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,180000,Available,Toronto,4,15,2999.0
japanese,White,Used,Pickup Truck,4 x 4,Automatic,45543,Available,other,6,4,36995.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,43379,Available,Toronto,8,4,61900.0
japanese,Black,Used,Sedan,All-wheel drive (AWD),Automatic,76563,Available,Toronto,6,6,14995.0
german,Blue,Used,Sedan,All-wheel drive (AWD),Automatic,79000,Available,Toronto,6,6,18950.0
german,other,Used,Sedan,Front-wheel drive (FWD),Automatic,135761,Available,Toronto,4,7,11997.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,115463,Available,other_GTA,4,6,19995.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,87827,Available,Toronto,4,6,34800.0
british,Black,Used,"SUV, Crossover",4 x 4,Automatic,58611,Available,Toronto,8,6,42499.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,58148,Available,Toronto,4,5,17990.0
korean,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,105000,Available,Toronto,4,8,9900.0
korean,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,115000,Available,Toronto,6,9,9800.0
american,other,Used,"SUV, Crossover",4 x 4,Automatic,242561,Available,Toronto,6,17,1995.0
american,other,Used,Pickup Truck,4 x 4,Automatic,147275,Available,other_GTA,8,12,16850.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,129996,Available,Toronto,8,8,24800.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,265500,Available,Toronto,8,8,9979.0
korean,White,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,75000,Available,Toronto,6,10,6300.0
japanese,Red,Used,Other,Front-wheel drive (FWD),Automatic,95651,Available,other_GTA,4,6,10787.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,106437,None,other,6,4,30990.0
korean,Black,Used,Sedan,Rear-wheel drive (RWD),Automatic,80558,Available,other,6,7,16495.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,44496,Available,Toronto,6,5,30995.0
japanese,Blue,Used,Other,Front-wheel drive (FWD),Automatic,149353,Available,other_GTA,4,12,3910.0
italian,other,Used,Other,Front-wheel drive (FWD),Automatic,115000,Available,other_GTA,4,7,7886.0
japanese,Blue,Used,Other,All-wheel drive (AWD),Automatic,65000,Available,other_GTA,4,4,23748.0
american,Red,Used,Pickup Truck,4 x 4,Automatic,176374,Available,other,6,4,27990.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,76766,Available,Toronto,6,6,40800.0
american,Red,Used,Pickup Truck,Unknown,Automatic,400000,None,Toronto,5,15,3500.0
american,Grey,Used,Other,Front-wheel drive (FWD),Manual,135000,Available,other_GTA,4,9,6039.0
korean,White,Used,Other,Rear-wheel drive (RWD),Manual,28797,Available,other_GTA,6,7,15910.0
japanese,White,Used,Hatchback,Front-wheel drive (FWD),Automatic,41164,Available,other_GTA,4,5,17910.0
american,Black,Used,Other,Front-wheel drive (FWD),Automatic,52113,Available,other_GTA,4,5,16910.0
japanese,other,New,Sedan,All-wheel drive (AWD),Automatic,50,New_Car,other,4,1,40311.0
american,Black,Lease Takeover,Coupe (2 door),Rear-wheel drive (RWD),Manual,16300,None,Toronto,8,3,37500.0
japanese,Silver,Used,"SUV, Crossover",Unknown,Automatic,11106,None,other,4,2,33999.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,71627,Available,Toronto,6,5,25999.0
japanese,White,Used,Other,All-wheel drive (AWD),Automatic,29953,Available,other_GTA,4,4,22910.0
german,Black,Used,Other,Front-wheel drive (FWD),Automatic,130000,Available,other_GTA,4,11,9910.0
japanese,Black,Used,Other,Front-wheel drive (FWD),Automatic,284983,Available,other_GTA,4,14,2910.0
japanese,White,Used,Other,Front-wheel drive (FWD),Automatic,81459,Available,other_GTA,4,5,11952.0
japanese,Black,Used,Other,Unknown,Manual,17300,Available,other_GTA,4,6,4910.0
japanese,Grey,Used,Other,All-wheel drive (AWD),Automatic,49281,Available,other_GTA,4,4,26910.0
japanese,Black,Used,Other,Front-wheel drive (FWD),Automatic,49580,Available,other_GTA,4,5,13992.0
japanese,Black,Used,Other,Front-wheel drive (FWD),Manual,79969,Available,other_GTA,4,5,10475.0
american,White,Used,Sedan,Unknown,Automatic,80773,Available,other,4,5,14695.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,95000,None,Toronto,4,7,9995.0
german,Black,Used,Sedan,Rear-wheel drive (RWD),Automatic,127352,Available,Toronto,6,9,15800.0
british,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,114406,Available,Toronto,8,5,27800.0
korean,Grey,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,86000,Available,Toronto,6,9,12950.0
japanese,Grey,Used,Sedan,Unknown,Automatic,202000,None,Toronto,4,10,3990.0
american,Grey,Used,Other,Front-wheel drive (FWD),Manual,134992,Available,other_GTA,4,9,6039.0
japanese,White,Used,Other,Front-wheel drive (FWD),Automatic,82000,Available,other_GTA,4,4,14488.0
japanese,Grey,Used,Other,All-wheel drive (AWD),Automatic,57000,Available,other_GTA,6,5,24999.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,129000,Available,Toronto,4,5,12450.0
american,Red,Used,"SUV, Crossover",4 x 4,Automatic,20345,Available,other,6,4,24997.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,114000,None,Toronto,8,5,26000.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,145024,Available,Toronto,6,8,35800.0
british,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,110093,Available,Toronto,6,7,28800.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,86788,Available,Toronto,8,5,43800.0
japanese,Black,Used,Other,All-wheel drive (AWD),Automatic,54000,Available,other_GTA,4,4,19988.0
japanese,White,Used,Other,All-wheel drive (AWD),Automatic,91209,Available,other_GTA,4,5,19800.0
american,other,Used,Other,All-wheel drive (AWD),Automatic,71977,Available,Toronto,6,4,34988.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,40019,Available,Toronto,6,2,45800.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,62375,Available,Toronto,8,5,45800.0
japanese,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,82304,Available,other_GTA,4,5,19500.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,19600,Available,Toronto,6,3,49890.0
japanese,Red,Used,Sedan,All-wheel drive (AWD),Manual,56744,Available,Toronto,4,5,33800.0
japanese,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,148000,None,Toronto,6,11,8200.0
japanese,other,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,216000,None,Toronto,6,14,3200.0
korean,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,116000,Available,Toronto,4,3,15850.0
british,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,62000,Available,Toronto,8,5,46799.0
american,Grey,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,30017,Available,other,6,4,23995.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,54000,Available,Toronto,4,5,18850.0
american,Grey,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,14000,Available,Toronto,8,2,29750.0
british,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,67000,Available,Toronto,8,6,24999.0
american,other,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,350000,None,Toronto,6,19,400.0
american,White,Used,Pickup Truck,4 x 4,Automatic,48541,Available,other,6,4,40490.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Manual,69996,Available,Toronto,4,5,8750.0
american,other,Used,Sedan,Front-wheel drive (FWD),Automatic,90993,Available,Toronto,6,12,3495.0
american,other,Used,Wagon,Front-wheel drive (FWD),Automatic,136400,Available,Toronto,4,9,6979.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,104145,Available,Toronto,6,5,31800.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,113000,Available,Toronto,8,10,18950.0
japanese,Blue,Used,Wagon,Front-wheel drive (FWD),Manual,195000,Available,other,4,10,5498.0
japanese,other,Used,Sedan,Front-wheel drive (FWD),Automatic,350,None,Toronto,6,16,2350.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,95000,Available,Toronto,4,5,9800.0
japanese,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,41,Available,other,6,1,51900.0
american,Red,New,"SUV, Crossover",4 x 4,Automatic,50,New_Car,other_GTA,6,2,44488.0
german,White,Used,Convertible,Rear-wheel drive (RWD),Manual,79517,Available,Toronto,6,13,27800.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,46,Available,Toronto,8,2,57920.0
japanese,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,92122,Available,other,6,8,12495.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,66113,Available,Toronto,4,5,28800.0
american,Red,Used,"SUV, Crossover",4 x 4,Automatic,212302,Available,Toronto,6,11,4495.0
japanese,other,Used,"SUV, Crossover",4 x 4,Automatic,171000,None,Toronto,6,19,2400.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,79725,Available,Toronto,6,7,19106.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,69803,Available,Toronto,4,4,34988.0
german,other,Used,Sedan,All-wheel drive (AWD),Automatic,58208,Available,Toronto,6,4,38800.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,33321,Available,other_GTA,6,4,37999.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,55542,Available,Toronto,6,4,53800.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,78537,Available,Toronto,4,7,20800.0
german,Black,Used,Wagon,All-wheel drive (AWD),Automatic,75769,Available,Toronto,4,4,29480.0
american,Red,Used,Sedan,Front-wheel drive (FWD),Automatic,103000,None,Toronto,4,6,8900.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,81590,Available,Toronto,4,5,19500.0
japanese,Grey,Used,Sedan,All-wheel drive (AWD),Manual,189000,Available,Toronto,4,12,4900.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,77449,Available,Toronto,8,6,37800.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,78388,Available,Toronto,4,5,16250.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,43101,Available,other_GTA,8,6,24495.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,76838,Available,Toronto,6,6,34800.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,36000,Available,Toronto,8,7,29900.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,79745,Available,other_GTA,6,5,24999.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,99000,Available,other_GTA,4,8,11780.0
japanese,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,104000,Available,Toronto,6,5,20999.0
american,White,Used,Sedan,Rear-wheel drive (RWD),Automatic,17992,Available,other,8,5,34000.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,51308,Available,Toronto,4,4,17990.0
japanese,other,Used,Sedan,Unknown,Automatic,178000,None,Toronto,4,8,9980.0
korean,other,New,Sedan,Front-wheel drive (FWD),Automatic,50,New_Car,other,4,3,28678.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,95000,None,Toronto,6,8,25988.0
german,Red,Used,Sedan,All-wheel drive (AWD),Automatic,83521,Available,Toronto,4,7,18995.0
american,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,98000,Available,Toronto,6,10,6995.0
american,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,133000,Available,Toronto,6,4,14850.0
american,Silver,Used,Hatchback,Front-wheel drive (FWD),Automatic,48000,Available,Toronto,4,5,12500.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,56520,Available,other,4,4,23490.0
german,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,135000,None,Toronto,6,8,25988.0
american,Red,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,50,New_Car,other,6,1,39695.0
american,White,Used,"SUV, Crossover",Unknown,Automatic,114923,Available,Toronto,4,6,13888.0
british,White,Used,"SUV, Crossover",4 x 4,Automatic,37018,Available,other,8,3,38728.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,84000,None,Toronto,4,4,24450.0
american,Black,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,150553,Available,Toronto,4,10,3899.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,82035,Available,other,6,4,31990.0
american,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,28688,Available,Toronto,6,2,40488.0
japanese,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,95000,None,Toronto,6,11,56988.0
japanese,Silver,Used,"SUV, Crossover",Unknown,Automatic,189535,None,Toronto,6,12,8888.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,16092,Available,other,6,3,35425.0
american,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,138566,Available,Toronto,6,6,12999.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,8000,Available,other_GTA,4,3,38995.0
american,White,Used,Pickup Truck,4 x 4,Automatic,53494,Available,Toronto,6,3,54995.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,107861,Available,other,6,4,30990.0
japanese,White,Used,Hatchback,Front-wheel drive (FWD),Automatic,129000,None,Toronto,4,6,8850.0
korean,Grey,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,136000,Available,Toronto,6,9,9700.0
italian,Grey,Used,Sedan,Unknown,Automatic,90500,Available,other,4,13,26997.0
japanese,Black,Used,Sedan,Rear-wheel drive (RWD),Manual,29579,Available,other,4,6,19999.0
american,Black,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,6,1,46499.0
japanese,other,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,129000,Available,Toronto,6,6,17950.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,92000,Available,Toronto,6,6,20999.0
british,other,Used,"SUV, Crossover",4 x 4,Automatic,76848,Available,Toronto,6,8,29999.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,230000,Available,Toronto,4,7,9995.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,86000,Available,Toronto,4,6,10850.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,71152,Available,Toronto,4,5,15990.0
american,Silver,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,32479,Available,other_GTA,6,2,26995.0
american,Grey,Used,"SUV, Crossover",Unknown,Automatic,69755,Available,other,6,5,28200.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,80000,Available,Toronto,6,5,17950.0
japanese,other,Used,Sedan,Front-wheel drive (FWD),Automatic,58893,Available,Toronto,4,3,14763.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,78000,Available,other_GTA,8,4,58000.0
japanese,Red,Used,Sedan,Front-wheel drive (FWD),Automatic,170000,Available,Toronto,4,5,9999.0
american,Blue,Used,Pickup Truck,4 x 4,Automatic,46000,Available,other_GTA,8,4,32500.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,114000,Available,Toronto,4,5,22850.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,119000,Available,Toronto,6,6,23850.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,155000,Available,Toronto,4,8,9500.0
american,other,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,50,New_Car,other,6,1,29230.0
japanese,other,Used,Sedan,All-wheel drive (AWD),Automatic,111231,Available,other,6,8,14995.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,134787,Available,Toronto,6,7,27800.0
american,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,172216,None,Toronto,4,6,6899.0
korean,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,165000,Available,Toronto,4,6,7999.0
american,Grey,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,88351,Available,other_GTA,6,4,19995.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,152444,None,other,8,5,18990.0
japanese,Black,Used,Coupe (2 door),Unknown,Manual,187000,None,other,4,11,5500.0
american,other,Used,Pickup Truck,4 x 4,Automatic,33527,Available,other,8,4,48995.0
american,Blue,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,68000,None,Toronto,8,7,18995.0
german,Blue,Used,Sedan,All-wheel drive (AWD),Automatic,54000,Available,Toronto,4,5,23999.0
japanese,Red,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,126000,Available,Toronto,4,4,16850.0
german,other,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,119853,Available,Toronto,4,7,18000.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,141000,Available,Toronto,4,6,14950.0
korean,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,118000,Available,Toronto,4,5,17450.0
italian,Black,Used,Sedan,All-wheel drive (AWD),Automatic,33000,Available,Toronto,4,5,56888.0
