brand,color,condition,body_type,wheel_config,transmission,mileage,carfax_link,dealer_address,cylinders,vehicle_age,list_price
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,251000,Available,Toronto,8,13,10999.0
american,other,Used,Wagon,All-wheel drive (AWD),Automatic,83240,Available,other,6,3,24495.0
american,Blue,New,Pickup Truck,4 x 4,Automatic,50,New_Car,Toronto,6,2,38398.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,35950,Available,Toronto,4,4,28890.0
japanese,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,40373,Available,other_GTA,4,4,23998.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,79716,None,Toronto,8,4,24995.0
american,Black,Used,"SUV, Crossover",Unknown,Automatic,136000,Available,Toronto,6,4,16950.0
american,Grey,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,86128,Available,Toronto,4,6,13999.0
american,Grey,New,Pickup Truck,4 x 4,Automatic,50,New_Car,other,8,2,52418.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,161531,Available,Toronto,6,7,17980.0
japanese,other,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,143239,Available,Toronto,6,9,13742.0
japanese,Black,Used,Other,Unknown,Automatic,200000,None,Toronto,4,15,1800.0
american,White,Used,Wagon,All-wheel drive (AWD),Automatic,141000,Available,Toronto,4,5,19450.0
german,other,Used,Sedan,Unknown,Automatic,79190,None,Toronto,4,8,10888.0
american,White,Used,"SUV, Crossover",4 x 4,Automatic,87174,Available,other_GTA,4,6,17995.0
american,Red,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,18905,Available,Toronto,8,3,31999.0
japanese,Black,Used,Sedan,All-wheel drive (AWD),Automatic,51304,Available,other_GTA,6,4,35688.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Manual,87000,Available,Toronto,4,5,16950.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,158700,Available,Toronto,8,11,23800.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,59628,Available,Toronto,6,5,44800.0
german,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,75505,Available,Toronto,6,7,39800.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,173229,Available,Toronto,6,8,26800.0
italian,Black,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,62710,Available,Toronto,4,11,45800.0
british,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,71641,Available,Toronto,8,6,35800.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,152361,Available,Toronto,6,8,18800.0
japanese,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,3300,Available,other,6,2,53900.0
japanese,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,94000,Available,Toronto,4,6,14999.0
korean,Black,Used,Wagon,Front-wheel drive (FWD),Manual,167000,Available,other,4,11,4999.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,19592,Available,Toronto,4,2,37800.0
american,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,149200,Available,Toronto,8,11,23800.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,89874,Available,Toronto,8,7,33800.0
american,Black,Used,Convertible,Rear-wheel drive (RWD),Automatic,68603,Available,Toronto,8,13,32800.0
british,other,Used,"SUV, Crossover",4 x 4,Automatic,145497,Available,Toronto,6,10,17800.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,77987,Available,Toronto,6,6,26800.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,143000,Available,Toronto,4,6,14850.0
italian,White,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,112113,Available,Toronto,4,7,6495.0
japanese,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,173000,Available,Toronto,6,13,7995.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,91744,Available,Toronto,8,7,33800.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,148014,Available,Toronto,8,8,25800.0
japanese,Black,Used,"SUV, Crossover",Unknown,Automatic,19267,Available,Toronto,6,3,41800.0
american,Silver,Used,Pickup Truck,4 x 4,Automatic,254674,Available,other,8,6,15900.0
korean,other,Used,Sedan,Unknown,Automatic,178000,None,Toronto,4,7,7990.0
japanese,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,77000,Available,Toronto,6,5,26450.0
british,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,105000,Available,Toronto,6,7,31888.0
korean,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,33511,Available,Toronto,4,2,31795.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,77000,Available,other_GTA,6,8,29495.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,136435,Available,other_GTA,8,8,24995.0
japanese,Silver,Used,Wagon,Front-wheel drive (FWD),Manual,144,None,Toronto,4,18,2600.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,3995,Available,Toronto,6,2,46243.0
american,other,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,181235,None,Toronto,6,12,4500.0
american,Red,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,138000,Available,Toronto,6,8,9900.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,79742,Available,other,6,4,35290.0
american,Red,New,Coupe (2 door),Rear-wheel drive (RWD),Automatic,50,New_Car,Toronto,8,2,28888.0
american,Grey,Used,Pickup Truck,4 x 4,Automatic,66546,Available,other,6,4,34990.0
korean,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,67811,Available,Toronto,4,4,25900.0
american,other,Used,"SUV, Crossover",4 x 4,Automatic,34772,Available,Toronto,8,4,59800.0
american,Grey,Used,"SUV, Crossover",Unknown,Automatic,129000,Available,Toronto,6,4,16950.0
korean,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Manual,63792,Available,Toronto,4,7,10213.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,117154,Available,Toronto,8,7,35888.0
american,Red,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,50,New_Car,other,6,1,37510.0
american,White,Used,Pickup Truck,4 x 4,Automatic,135000,None,Toronto,8,12,15000.0
american,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,169000,None,other_GTA,6,14,2750.0
german,Silver,Used,Sedan,Front-wheel drive (FWD),Manual,520000,Available,Toronto,4,19,1500.0
japanese,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,18300,Available,other,6,2,32990.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,43000,Available,Toronto,4,5,15950.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Manual,71918,Available,Toronto,4,5,9999.0
american,Grey,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,Toronto,4,2,30498.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,21398,Available,other_GTA,6,2,28995.0
japanese,Silver,Used,Sedan,Unknown,Automatic,31269,Available,other,6,5,20964.0
japanese,White,Used,"SUV, Crossover",Unknown,Automatic,61321,Available,other,6,4,36988.0
korean,other,New,Hatchback,Front-wheel drive (FWD),Automatic,50,New_Car,other,4,1,32428.0
german,White,Used,Sedan,Front-wheel drive (FWD),Automatic,74761,Available,Toronto,4,5,12990.0
japanese,Grey,Used,Wagon,Front-wheel drive (FWD),Automatic,125000,Available,Toronto,4,5,11850.0
british,Black,Used,"SUV, Crossover",4 x 4,Automatic,44425,Available,other,8,5,76990.0
german,White,Used,Sedan,Front-wheel drive (FWD),Manual,98918,Available,Toronto,4,5,11500.0
japanese,Grey,Used,"SUV, Crossover",Unknown,Automatic,41230,Available,Toronto,6,4,41900.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,107000,Available,Toronto,8,6,41250.0
american,Grey,Used,Pickup Truck,4 x 4,Automatic,56512,Available,Toronto,8,3,39990.0
korean,White,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,143597,Available,Toronto,4,5,12888.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,44508,Available,Toronto,4,5,17500.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,20583,Available,other,8,2,32688.0
german,Silver,Used,Sedan,Rear-wheel drive (RWD),Automatic,130000,None,Toronto,6,11,8999.0
american,White,Used,"SUV, Crossover",Unknown,Automatic,68596,Available,other,4,6,15995.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,139000,None,Toronto,4,5,19450.0
japanese,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,65000,None,Toronto,4,5,11995.0
japanese,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,57703,Available,other,4,4,21950.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,44445,Available,Toronto,4,3,24320.0
japanese,White,Used,Wagon,All-wheel drive (AWD),Automatic,139307,Available,Toronto,6,8,17480.0
japanese,Black,Used,Pickup Truck,4 x 4,Automatic,119293,Available,Toronto,6,5,27188.0
japanese,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,42000,Available,other_GTA,6,5,24995.0
italian,other,Used,Sedan,All-wheel drive (AWD),Automatic,90257,Available,Toronto,4,6,46800.0
japanese,other,New,Sedan,All-wheel drive (AWD),Automatic,50,New_Car,other,4,1,35646.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,81248,Available,Toronto,4,6,21500.0
japanese,Silver,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,50,New_Car,Toronto,6,1,71551.0
german,Black,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,46527,Available,other,6,5,44995.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,80000,Available,Toronto,8,13,11995.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,99000,Available,Toronto,6,5,29950.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,138000,Available,Toronto,6,9,13950.0
korean,other,Used,Sedan,Front-wheel drive (FWD),Automatic,83523,Available,Toronto,4,6,9795.0
japanese,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,22503,Available,Toronto,6,3,43998.0
american,Black,Used,Pickup Truck,Unknown,Automatic,55,Available,other,6,2,61999.0
korean,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,47611,Available,other_GTA,4,3,24999.0
japanese,Silver,Used,Wagon,All-wheel drive (AWD),Automatic,183000,Available,Toronto,4,14,5999.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,175786,None,Toronto,6,19,3795.0
american,Grey,Used,Pickup Truck,4 x 4,Automatic,93914,Available,other,6,4,29490.0
korean,Grey,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,109000,Available,Toronto,6,9,9600.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,67738,Available,Toronto,4,5,11750.0
american,Silver,Used,Pickup Truck,4 x 4,Automatic,162000,Available,Toronto,8,9,13900.0
american,White,Used,Sedan,Front-wheel drive (FWD),Automatic,98000,Available,Toronto,4,6,10450.0
german,Grey,Used,Wagon,Front-wheel drive (FWD),Automatic,170000,None,Toronto,5,10,6000.0
japanese,Black,Used,"SUV, Crossover",4 x 4,Automatic,169000,Available,Toronto,6,12,10500.0
german,Black,Used,Sedan,Unknown,Manual,99780,None,Toronto,5,12,4800.0
american,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,121000,Available,Toronto,4,5,20950.0
korean,other,New,Sedan,Front-wheel drive (FWD),Automatic,50,New_Car,other,4,3,30028.0
german,Red,Used,Sedan,Rear-wheel drive (RWD),Automatic,146000,None,Toronto,6,8,11500.0
american,Blue,Used,"SUV, Crossover",Unknown,Automatic,154585,Available,other,6,11,5995.0
british,other,Used,Sedan,Rear-wheel drive (RWD),Automatic,174000,Available,Toronto,8,11,10800.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,95000,Available,Toronto,6,6,21850.0
american,Grey,Used,"SUV, Crossover",Unknown,Automatic,136000,Available,Toronto,4,4,15950.0
japanese,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,80000,Available,Toronto,4,6,10777.0
american,other,New,"Minivan, Van",Front-wheel drive (FWD),Automatic,50,New_Car,other,6,1,37655.0
german,Red,Used,Sedan,Front-wheel drive (FWD),Automatic,77581,Available,Toronto,4,5,15990.0
american,Black,Used,Wagon,Front-wheel drive (FWD),Automatic,79000,Available,Toronto,6,4,16950.0
american,Black,New,"SUV, Crossover",4 x 4,Automatic,50,New_Car,other_GTA,6,2,35995.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,199000,Available,Toronto,4,11,5995.0
korean,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,139000,Available,Toronto,4,7,14450.0
american,Red,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,61148,Available,Toronto,8,7,24800.0
american,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,84555,Available,other_GTA,4,4,27995.0
german,White,Used,Sedan,Unknown,Automatic,69084,None,Toronto,4,6,13488.0
german,Red,Used,Sedan,All-wheel drive (AWD),Automatic,72598,Available,Toronto,4,6,17999.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,73900,Available,other_GTA,4,5,12495.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,128659,Available,other_GTA,4,8,12850.0
japanese,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,181000,Available,Toronto,6,8,8995.0
american,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,19650,Available,other,4,2,31992.0
german,Red,Used,Sedan,Front-wheel drive (FWD),Automatic,65681,Available,Toronto,4,5,12990.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,76506,Available,Toronto,4,5,24988.0
american,White,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,141000,Available,Toronto,4,7,11900.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,125000,Available,Toronto,4,5,14950.0
japanese,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,70713,Available,other,6,4,38652.0
japanese,other,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,1000,Available,other,4,11,150.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,99000,Available,Toronto,4,5,15450.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,89628,Available,other_GTA,4,4,13495.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,123000,Available,Toronto,4,9,10950.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,79128,Available,Toronto,4,6,18999.0
german,Silver,Used,Hatchback,Front-wheel drive (FWD),Automatic,69000,Available,Toronto,4,7,10995.0
japanese,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,115000,Available,Toronto,4,7,9900.0
korean,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,190000,Available,Toronto,6,13,5995.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,125992,Available,other,4,5,24977.0
german,Silver,Used,Sedan,All-wheel drive (AWD),Automatic,99000,Available,Toronto,6,8,16950.0
japanese,other,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,191488,Available,Toronto,6,13,5495.0
japanese,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,52766,Available,other,4,4,17595.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,52900,None,Toronto,4,5,18600.0
german,Red,Used,Sedan,Front-wheel drive (FWD),Manual,98000,Available,other_GTA,4,7,12800.0
american,Blue,New,Pickup Truck,4 x 4,Automatic,50,New_Car,Toronto,6,2,42488.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Manual,57360,Available,Toronto,4,5,18419.0
american,White,Used,"SUV, Crossover",4 x 4,Automatic,170350,Available,other_GTA,8,4,26900.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,101000,Available,Toronto,4,5,15450.0
american,Grey,Used,"SUV, Crossover",4 x 4,Automatic,26625,Available,other_GTA,4,3,26995.0
japanese,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,174000,Available,Toronto,6,11,9995.0
japanese,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,125900,Available,Toronto,6,10,10900.0
american,White,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,84000,None,Toronto,8,16,5995.0
japanese,Grey,Used,"Minivan, Van",Unknown,Automatic,214000,None,Toronto,6,16,3650.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,288000,None,Toronto,5,11,5300.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,61918,Available,Toronto,4,5,13990.0
japanese,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,75065,Available,other_GTA,4,5,17900.0
japanese,Blue,Used,Wagon,All-wheel drive (AWD),Automatic,70908,Available,Toronto,6,5,29800.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,116000,Available,Toronto,6,4,22950.0
american,White,Used,"SUV, Crossover",4 x 4,Automatic,4447,Available,Toronto,6,2,55026.0
american,Red,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,113000,None,Toronto,8,10,12995.0
german,Black,Used,Sedan,Rear-wheel drive (RWD),Automatic,200000,None,Toronto,8,25,500.0
japanese,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,183468,Available,Toronto,4,7,8500.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,58583,Available,Toronto,4,4,32113.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,133526,Available,Toronto,8,11,16995.0
american,White,Used,Pickup Truck,4 x 4,Automatic,122000,Available,other_GTA,8,5,22800.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,174700,Available,Toronto,6,9,9979.0
german,White,Used,Sedan,All-wheel drive (AWD),Automatic,10430,Available,Toronto,6,3,45999.0
american,White,Used,"SUV, Crossover",4 x 4,Automatic,10,Available,Toronto,6,1,48952.0
german,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,81840,None,Toronto,4,5,14800.0
british,White,Used,"SUV, Crossover",4 x 4,Automatic,116000,Available,other_GTA,6,9,27000.0
korean,other,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,50,New_Car,other_GTA,4,1,34685.0
japanese,Silver,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,113315,Available,Toronto,6,8,16800.0
german,White,Used,Coupe (2 door),Unknown,Manual,160000,None,Toronto,6,9,12500.0
japanese,Grey,Used,Hatchback,Front-wheel drive (FWD),Automatic,62302,Available,Toronto,4,6,12995.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,54278,Available,Toronto,4,5,14250.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,67082,Available,Toronto,6,8,45800.0
german,White,Used,Hatchback,Front-wheel drive (FWD),Automatic,122504,Available,Toronto,6,12,6797.0
american,Blue,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,24000,None,Toronto,8,8,19995.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,98000,None,Toronto,6,6,43988.0
american,Black,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,132761,Available,Toronto,6,6,16980.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,88000,Available,Toronto,4,5,16450.0
american,Black,Used,Sedan,Rear-wheel drive (RWD),Manual,12800,Available,other_GTA,8,13,25000.0
american,Blue,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,35709,Available,other,8,16,28377.0
american,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,63151,Available,Toronto,4,3,23908.0
american,other,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,44960,Available,Toronto,8,3,25988.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Automatic,137000,Available,Toronto,4,5,14850.0
japanese,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,131000,Available,Toronto,4,3,17950.0
american,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,51577,Available,other,6,6,20490.0
german,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,149000,Available,other_GTA,6,7,23998.0
british,White,Used,"SUV, Crossover",4 x 4,Automatic,109000,Available,Toronto,8,6,45888.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,158973,None,other,6,5,23990.0
korean,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,119000,Available,Toronto,4,7,13450.0
japanese,Grey,Used,Sedan,Front-wheel drive (FWD),Manual,66785,Available,Toronto,4,5,10500.0
japanese,Grey,Used,Pickup Truck,4 x 4,Automatic,22850,Available,other,6,2,30990.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Manual,74741,Available,Toronto,4,5,10500.0
american,White,Used,Sedan,Front-wheel drive (FWD),Automatic,72601,Available,Toronto,6,7,8495.0
german,Silver,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,89000,None,Toronto,4,6,21850.0
korean,Blue,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,108925,Available,Toronto,4,3,23980.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,160000,Available,Toronto,6,6,20950.0
american,Red,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,3214,None,other_GTA,6,2,96888.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,123870,Available,Toronto,4,6,13999.0
american,White,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,129000,None,Toronto,8,8,14495.0
japanese,other,New,"SUV, Crossover",Front-wheel drive (FWD),Automatic,50,New_Car,other,4,1,25886.0
german,Red,Used,Coupe (2 door),Front-wheel drive (FWD),Automatic,37000,Available,Toronto,4,8,12800.0
american,Black,Used,Sedan,All-wheel drive (AWD),Automatic,44895,Available,Toronto,6,4,24488.0
american,Blue,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,185000,Available,Toronto,6,14,2900.0
german,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,135000,Available,Toronto,6,7,17850.0
korean,other,New,Sedan,Front-wheel drive (FWD),Automatic,50,New_Car,other,4,1,31528.0
american,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,183000,None,Toronto,6,8,10995.0
american,Blue,Used,Sedan,Front-wheel drive (FWD),Automatic,17489,Available,Toronto,4,5,13999.0
german,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,115248,Available,Toronto,4,6,17999.0
korean,Silver,Used,"SUV, Crossover",Unknown,Automatic,122834,Available,other,4,6,14995.0
german,Grey,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,138000,Available,Toronto,4,5,18450.0
american,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,139727,Available,Toronto,6,8,13342.0
german,other,Used,Sedan,Front-wheel drive (FWD),Automatic,84461,Available,Toronto,4,5,14990.0
german,White,Used,Wagon,All-wheel drive (AWD),Automatic,110088,Available,Toronto,4,8,15888.0
british,Black,Used,"SUV, Crossover",Unknown,Automatic,116000,Available,Toronto,8,6,59888.0
japanese,Red,Used,Wagon,Unknown,Automatic,180018,Available,Toronto,4,10,6588.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,72000,Available,Toronto,4,3,26999.0
korean,Grey,Used,Sedan,Unknown,Automatic,108153,Available,other_GTA,4,6,12131.0
japanese,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,86000,Available,other_GTA,6,5,30000.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,180370,Available,Toronto,4,10,5488.0
japanese,other,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,134000,None,Toronto,6,11,9500.0
japanese,other,Used,"SUV, Crossover",Unknown,Automatic,156000,None,Toronto,4,7,6500.0
german,Black,Used,Sedan,All-wheel drive (AWD),Automatic,97018,Available,Toronto,8,8,25888.0
german,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,133438,Available,Toronto,4,5,12750.0
japanese,Grey,Used,"SUV, Crossover",4 x 4,Automatic,180,None,Toronto,8,10,22000.0
korean,other,Used,Sedan,Front-wheel drive (FWD),Automatic,39403,Available,Toronto,4,4,16800.0
german,White,Used,Coupe (2 door),All-wheel drive (AWD),Manual,98611,Available,Toronto,6,7,28800.0
german,Black,Used,Sedan,Unknown,Automatic,122666,None,Toronto,4,8,12888.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,32183,Available,Toronto,4,3,18331.0
japanese,White,Used,Sedan,Front-wheel drive (FWD),Automatic,14000,Available,Toronto,4,2,16988.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,208702,Available,Toronto,6,12,10500.0
german,White,Used,Sedan,4 x 4,Automatic,125000,None,Toronto,4,6,7500.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,181721,Available,Toronto,4,18,1489.0
korean,White,Used,Sedan,All-wheel drive (AWD),Automatic,14708,Available,Toronto,4,2,49900.0
american,Grey,Used,Sedan,All-wheel drive (AWD),Automatic,270000,Available,Toronto,4,8,3999.0
american,White,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,248500,None,Toronto,6,20,2500.0
american,Black,Used,"SUV, Crossover",4 x 4,Automatic,47488,Available,other,8,2,58898.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,96010,Available,Toronto,8,7,41800.0
german,Grey,Used,Sedan,Rear-wheel drive (RWD),Automatic,385,None,Toronto,6,14,1300.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,199580,Available,Toronto,8,14,2500.0
korean,other,Used,Hatchback,Unknown,Automatic,4000,None,Toronto,4,3,12000.0
japanese,Red,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,87000,Available,Toronto,4,6,14999.0
british,Black,Used,Sedan,All-wheel drive (AWD),Automatic,21535,Available,other,6,4,79988.0
german,Black,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,68827,Available,Toronto,4,5,28888.0
american,Black,Used,"SUV, Crossover",Unknown,Automatic,220345,Available,Toronto,6,13,2995.0
british,Black,Used,Sedan,Rear-wheel drive (RWD),Automatic,109939,Available,Toronto,8,8,18980.0
japanese,White,Used,Sedan,All-wheel drive (AWD),Automatic,95379,None,Toronto,6,6,23995.0
american,Black,Used,Sedan,All-wheel drive (AWD),Automatic,4,Available,Toronto,6,2,49990.0
japanese,Black,Used,Sedan,Front-wheel drive (FWD),Automatic,197051,Available,Toronto,4,13,3495.0
american,other,Used,Other,All-wheel drive (AWD),Automatic,66938,Available,Toronto,6,4,33988.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,139924,Available,Toronto,4,12,7995.0
german,White,Used,Sedan,Rear-wheel drive (RWD),Automatic,108000,Available,Toronto,8,10,31999.0
american,Black,Used,Pickup Truck,4 x 4,Automatic,4,Available,Toronto,8,2,63990.0
japanese,Silver,Used,Sedan,Front-wheel drive (FWD),Automatic,64000,Available,Toronto,4,3,16450.0
american,Silver,Used,Sedan,Unknown,Automatic,126895,None,Toronto,6,7,12988.0
german,White,Used,Hatchback,Front-wheel drive (FWD),Manual,122552,Available,Toronto,4,7,9495.0
american,Black,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,25094,Available,other,6,3,25495.0
german,Black,Used,Sedan,Front-wheel drive (FWD),Manual,76108,Available,Toronto,4,5,8990.0
american,Black,Used,Sedan,Unknown,Automatic,69817,Available,Toronto,4,4,15988.0
